model_name,model_type,max_iter,accuracy,precision,recall,roc_auc,cv_accuracy_mean,cv_precision_mean,cv_recall_mean,cv_roc_auc_mean,n_estimators,max_depth,min_samples_split
logistic_regression,LogisticRegression,1000.0,0.8688524590163934,0.8125,0.9285714285714286,0.9577922077922079,0.8215846994535518,0.8283238267109235,0.776984126984127,0.9130621693121694,,,
random_forest,RandomForestClassifier,,0.8852459016393442,0.8387096774193549,0.9285714285714286,0.9491341991341992,0.8182513661202184,0.8212295367467781,0.776984126984127,0.9083844396344396,200.0,5.0,4.0
